id_incidente;fecha_incidente;hora_incidente;id_oficina;ciudad_oficina;agresion_verbal;agresion_fisica;llamada_fcs;dia_mes;aforo_alto;ocupacion_categoria;franja_horaria;agresion_fisica_verbal;es_fin_mes;dia_semana;cliente_reincidente
796;05/03/2022;10:00;VIGO01;Vigo;1;0;0;5;0;baja;manana;1;0;5;0
797;18/03/2021;10:45;VALENCIA01;Valencia;0;0;0;18;1;media;manana;0;0;3;0
798;10/05/2023;11:00;MURCIA01;Murcia;0;0;0;10;0;media;manana;0;0;2;0
799;20/09/2023;8:30;M?STOLES01;M?stoles;0;0;0;20;0;baja;manana;0;0;2;0
800;18/06/2024;14:30;COSTARICA01;Costa Rica;0;0;0;18;0;media;cierre;0;0;1;0
801;15/03/2022;8:00;VALENCIA01;Valencia;0;0;0;15;0;baja;manana;0;0;1;1
802;16/04/2020;12:45;BARCELONA01;Barcelona;0;0;0;16;0;baja;cierre;0;0;3;0
803;09/04/2022;11:00;M?STOLES01;M?stoles;0;0;0;9;0;media;manana;0;0;5;0
804;11/05/2024;11:15;BARCELONA01;Barcelona;1;0;0;11;1;media;manana;1;0;5;0
805;27/11/2023;10:45;ALICANTE01;Alicante;0;0;0;27;0;media;manana;0;1;0;0
806;30/09/2021;12:15;LASROZAS01;Las Rozas;1;0;0;30;0;media;cierre;1;1;3;1
807;19/05/2022;8:45;SANTANDER01;Santander;0;0;0;19;1;baja;manana;0;0;3;0
808;27/10/2022;8:30;VIGO01;Vigo;0;0;0;27;0;media;manana;0;1;3;0
809;19/02/2020;13:00;ZARAGOZA01;Zaragoza;0;0;0;19;0;alta;cierre;0;0;2;0
810;28/05/2022;12:15;MADRID01;Madrid;0;0;0;28;1;baja;cierre;0;1;5;0
811;17/08/2021;8:15;VALENCIA01;Valencia;0;0;0;17;0;media;manana;0;0;1;0
812;13/02/2023;13:45;VALENCIA01;Valencia;0;0;0;13;0;media;cierre;0;0;0;0
813;18/10/2023;11:15;BARCELONA01;Barcelona;0;0;0;18;0;media;manana;0;0;2;0
814;26/12/2023;10:30;VALENCIA01;Valencia;0;0;0;26;1;alta;manana;0;1;1;0
815;09/01/2023;10:45;MURCIA01;Murcia;0;0;0;9;0;baja;manana;0;0;0;0
816;30/06/2021;11:30;BILBAO01;Bilbao;1;0;0;30;0;baja;manana;1;1;2;1
817;19/05/2022;13:00;SANTAENGRACIA01;Santa Engracia;0;0;0;19;0;baja;cierre;0;0;3;0
818;11/06/2022;14:30;ODONNELL01;O Donnell;0;0;0;11;0;baja;cierre;0;0;5;0
819;03/01/2023;8:30;ACACIAS01;Acacias;0;0;0;3;0;baja;manana;0;0;1;0
820;15/12/2022;8:45;COSTARICA01;Costa Rica;0;0;0;15;0;media;manana;0;0;3;0
821;25/02/2025;10:30;VALENCIA01;Valencia;1;0;0;25;1;baja;manana;1;1;1;0
822;12/02/2025;13:15;CADIZ01;Cadiz;0;0;0;12;0;media;cierre;0;0;2;0
823;27/02/2024;10:00;MADRID01;Madrid;0;0;0;27;0;baja;manana;0;1;1;1
824;07/04/2021;12:15;MADRID01;Madrid;1;0;0;7;0;media;cierre;1;0;2;0
825;08/04/2025;10:30;SEVILLA01;Sevilla;0;0;0;8;0;media;manana;0;0;1;0
826;14/11/2022;13:45;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;1;14;1;alta;cierre;1;0;0;0
827;29/10/2020;9:00;ACACIAS01;Acacias;0;0;0;29;1;alta;manana;0;1;3;1
828;22/04/2022;10:45;MADRID01;Madrid;1;0;0;22;0;media;manana;1;0;4;1
829;17/06/2021;13:30;GRANADA01;Granada;1;0;0;17;1;alta;cierre;1;0;3;1
830;14/01/2020;14:15;LASPALMAS01;Las Palmas;0;0;0;14;0;baja;cierre;0;0;1;0
831;03/09/2022;13:00;SALAMANCA01;Salamanca;0;0;0;3;1;alta;cierre;0;0;5;0
832;04/08/2022;13:45;ZARAGOZA01;Zaragoza;0;0;0;4;0;baja;cierre;0;0;3;0
833;14/02/2024;12:30;GIJON01;Gijon;0;0;0;14;0;media;cierre;0;0;2;0
834;24/02/2024;8:30;BARCELONA01;Barcelona;0;0;0;24;0;alta;manana;0;0;5;0
835;07/11/2022;10:15;LASROZAS01;Las Rozas;0;0;0;7;0;baja;manana;0;0;0;0
836;06/05/2023;9:30;CADIZ01;Cadiz;1;0;0;6;0;baja;manana;1;0;5;0
837;16/09/2023;14:45;CADIZ01;Cadiz;0;0;0;16;0;media;cierre;0;0;5;0
838;20/04/2023;9:15;ACORUNA01;A Coruna;0;0;0;20;1;media;manana;0;0;3;0
839;19/03/2021;9:15;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;0;19;0;baja;manana;1;0;4;0
840;15/07/2023;8:30;MADRIDODONNELL01;Madrid O Donnell;0;0;0;15;0;baja;manana;0;0;5;0
841;22/06/2020;14:00;MADRIDMOSTOLES01;Madrid Mostoles;0;0;0;22;0;media;cierre;0;0;0;1
842;21/09/2020;12:00;TENERIFE01;Tenerife;0;0;0;21;0;media;cierre;0;0;0;0
843;10/02/2024;13:30;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;10;1;alta;cierre;0;0;5;0
844;28/07/2020;14:15;MADRID01;Madrid;0;0;0;28;1;alta;cierre;0;1;1;0
845;07/10/2022;12:45;VALENCIA01;Valencia;0;0;0;7;1;media;cierre;0;0;4;0
846;01/04/2024;9:15;LASROZAS01;Las Rozas;0;0;0;1;1;baja;manana;0;0;0;0
847;16/03/2020;9:15;GRANADA01;Granada;0;0;0;16;0;alta;manana;0;0;0;0
848;16/01/2024;13:45;LASROZAS01;Las Rozas;0;0;0;16;0;alta;cierre;0;0;1;0
849;07/09/2022;8:45;MAJADAHONDA01;Majadahonda;0;0;0;7;1;alta;manana;0;0;2;0
850;01/08/2022;10:15;BARCELONA01;Barcelona;0;0;0;1;0;baja;manana;0;0;0;0
851;30/03/2022;11:30;VALENCIA01;Valencia;0;0;0;30;0;baja;manana;0;1;2;0
852;29/10/2024;14:45;LASPALMAS01;Las Palmas;0;0;0;29;0;baja;cierre;0;1;1;0
853;26/04/2025;9:15;BARCELONA01;Barcelona;1;0;0;26;0;media;manana;1;1;5;0
854;05/05/2020;10:45;OVIEDO01;Oviedo;0;0;0;5;1;alta;manana;0;0;1;0
855;24/08/2023;14:15;VALENCIA01;Valencia;0;0;0;24;1;media;cierre;0;0;3;0
856;27/08/2021;10:45;OVIEDO01;Oviedo;1;1;1;27;0;baja;manana;1;1;4;0
857;01/04/2021;11:30;ACACIAS01;Acacias;0;0;0;1;0;media;manana;0;0;3;0
858;24/04/2021;14:45;ODONNELL01;O Donnell;0;0;0;24;0;alta;cierre;0;0;5;0
859;02/09/2022;12:45;CADIZ01;Cadiz;0;0;0;2;0;media;cierre;0;0;4;0
860;04/09/2021;9:15;MADRID01;Madrid;0;0;0;4;0;media;manana;0;0;5;1
861;17/07/2021;14:15;TENERIFE01;Tenerife;1;0;0;17;0;media;cierre;1;0;5;0
862;22/04/2022;14:30;ODONNELL01;O Donnell;1;0;0;22;1;baja;cierre;1;0;4;0
863;04/07/2022;8:45;DIAGONAL01;Diagonal;1;0;0;4;0;media;manana;1;0;0;0
864;30/09/2024;14:30;ACACIAS01;Acacias;0;0;0;30;1;alta;cierre;0;1;0;0
865;27/05/2023;12:00;BARCELONA01;Barcelona;0;0;0;27;0;media;cierre;0;1;5;0
866;29/03/2023;13:00;MADRIDMOSTOLES01;Madrid Mostoles;1;0;0;29;0;alta;cierre;1;1;2;0
867;05/03/2025;10:00;SALAMANCA01;Salamanca;1;1;1;5;1;alta;manana;1;0;2;0
868;16/03/2022;14:15;SEVILLA01;Sevilla;0;0;0;16;1;alta;cierre;0;0;2;1
869;28/04/2022;10:45;BARCELONA01;Barcelona;0;0;0;28;0;media;manana;0;1;3;0
870;25/10/2024;12:15;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;25;1;alta;cierre;0;1;4;0
871;08/04/2020;14:45;MAJADAHONDA01;Majadahonda;0;0;0;8;0;baja;cierre;0;0;2;0
872;18/10/2023;8:15;BARCELONA01;Barcelona;1;0;0;18;0;media;manana;1;0;2;0
873;08/08/2023;14:45;COSTARICA01;Costa Rica;1;0;0;8;1;alta;cierre;1;0;1;1
874;31/07/2023;10:00;TENERIFE01;Tenerife;1;0;0;31;1;alta;manana;1;1;0;1
875;25/06/2021;11:00;SANTANDER01;Santander;0;0;0;25;1;baja;manana;0;1;4;0
876;02/01/2020;11:30;MAJADAHONDA01;Majadahonda;0;0;0;2;0;media;manana;0;0;3;1
877;02/03/2020;9:45;CORDOBA01;Cordoba;1;0;0;2;1;baja;manana;1;0;0;0
878;25/03/2022;8:30;ACACIAS01;Acacias;1;0;0;25;1;media;manana;1;1;4;0
879;02/05/2022;9:00;ODONNELL01;O Donnell;0;0;0;2;0;media;manana;0;0;0;0
880;10/10/2024;10:00;BARCELONA01;Barcelona;0;0;0;10;0;media;manana;0;0;3;0
881;16/06/2021;14:30;VIGO01;Vigo;0;0;0;16;0;baja;cierre;0;0;2;0
882;11/11/2022;14:15;LASPALMASDEGC01;Las Palmas de GC;0;0;0;11;0;media;cierre;0;0;4;0
883;31/07/2021;9:00;MURCIA01;Murcia;0;0;0;31;0;baja;manana;0;1;5;0
884;11/02/2020;10:45;ALICANTE01;Alicante;1;0;0;11;1;media;manana;1;0;1;0
885;18/06/2024;13:15;SANTAENGRACIA01;Santa Engracia;0;0;0;18;0;alta;cierre;0;0;1;1
886;22/04/2020;14:45;CADIZ01;Cadiz;0;0;0;22;0;baja;cierre;0;0;2;0
887;24/07/2023;11:00;GRANADA01;Granada;0;0;0;24;1;alta;manana;0;0;0;0
888;17/02/2025;8:00;MAJADAHONDA01;Majadahonda;0;0;0;17;0;alta;manana;0;0;0;0
889;01/07/2020;10:15;MADRID01;Madrid;0;0;0;1;0;media;manana;0;0;2;0
890;22/10/2020;14:15;MADRIDACACIAS01;Madrid Acacias;1;0;0;22;1;media;cierre;1;0;3;0
891;12/03/2022;12:45;MAJADAHONDA01;Majadahonda;1;0;0;12;0;media;cierre;1;0;5;0
892;03/06/2021;8:30;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;3;0;media;manana;0;0;3;0
893;20/05/2020;9:30;DIAGONAL01;Diagonal;1;0;0;20;0;baja;manana;1;0;2;1
894;04/07/2022;8:00;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;4;0;baja;manana;0;0;0;1
895;29/04/2024;9:45;MADRID01;Madrid;1;0;0;29;0;media;manana;1;1;0;1
896;12/11/2020;13:45;OVIEDO01;Oviedo;0;0;0;12;1;alta;cierre;0;0;3;1
897;03/07/2023;8:00;MADRIDMOSTOLES01;Madrid Mostoles;0;0;0;3;1;alta;manana;0;0;0;0
898;05/10/2020;14:45;BARCELONA01;Barcelona;0;0;0;5;1;alta;cierre;0;0;0;0
899;06/04/2021;12:00;MADRID01;Madrid;0;0;0;6;0;media;cierre;0;0;1;0
900;21/03/2023;13:15;M?STOLES01;M?stoles;0;0;0;21;0;baja;cierre;0;0;1;0
901;24/06/2022;13:15;GRANADA01;Granada;0;0;0;24;0;media;cierre;0;0;4;1
902;20/04/2021;10:45;BARCELONA01;Barcelona;0;0;0;20;0;media;manana;0;0;1;0
903;13/01/2022;8:30;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;13;0;media;manana;0;0;3;0
904;29/06/2022;9:45;SANTANDER01;Santander;0;0;0;29;0;media;manana;0;1;2;0
905;25/04/2024;9:00;BILBAO01;Bilbao;1;0;0;25;1;media;manana;1;1;3;0
906;27/12/2022;12:30;ZARAGOZA01;Zaragoza;0;0;0;27;0;baja;cierre;0;1;1;0
907;03/01/2024;8:00;SEVILLA01;Sevilla;0;0;0;3;1;alta;manana;0;0;2;0
908;30/01/2024;11:45;BARCELONA01;Barcelona;0;0;0;30;0;media;manana;0;1;1;1
909;07/10/2022;8:45;VALENCIA01;Valencia;1;0;0;7;0;baja;manana;1;0;4;0
910;16/11/2021;10:30;LASROZAS01;Las Rozas;0;0;0;16;0;media;manana;0;0;1;0
911;30/03/2020;13:00;BILBAO01;Bilbao;1;0;0;30;0;media;cierre;1;1;0;1
912;31/05/2021;10:00;TENERIFE01;Tenerife;1;0;0;31;0;media;manana;1;1;0;0
913;02/05/2020;10:15;TENERIFE01;Tenerife;0;0;0;2;1;alta;manana;0;0;5;0
914;12/09/2024;13:00;VALLADOLID01;Valladolid;0;0;0;12;0;media;cierre;0;0;3;0
915;25/06/2022;14:30;M?STOLES01;M?stoles;1;0;0;25;1;alta;cierre;1;1;5;1
916;26/05/2022;9:00;BARCELONA01;Barcelona;0;0;0;26;1;alta;manana;0;1;3;0
917;13/08/2022;10:30;MADRID01;Madrid;1;0;0;13;0;media;manana;1;0;5;0
918;29/04/2024;14:15;MADRIDMOSTOLES01;Madrid Mostoles;0;0;0;29;0;media;cierre;0;1;0;1
919;25/04/2020;14:45;MADRID01;Madrid;0;0;0;25;1;media;cierre;0;1;5;0
920;04/08/2022;13:45;VALENCIA01;Valencia;0;0;0;4;1;baja;cierre;0;0;3;1
921;03/06/2024;13:15;SANTANDER01;Santander;0;0;0;3;0;alta;cierre;0;0;0;1
922;15/10/2022;14:15;SEVILLA01;Sevilla;0;0;0;15;0;baja;cierre;0;0;5;1
923;31/05/2021;8:45;MADRIDMOSTOLES01;Madrid Mostoles;0;0;0;31;0;media;manana;0;1;0;0
924;14/06/2021;8:30;VALENCIA01;Valencia;0;0;0;14;0;media;manana;0;0;0;0
925;02/05/2024;9:00;MADRID01;Madrid;0;0;0;2;0;baja;manana;0;0;3;0
926;21/10/2020;14:15;VALENCIA01;Valencia;1;0;0;21;0;media;cierre;1;0;2;0
927;15/07/2020;8:30;VALLADOLID01;Valladolid;1;0;0;15;0;media;manana;1;0;2;0
928;22/11/2024;10:45;ODONNELL01;O Donnell;0;0;0;22;1;alta;manana;0;0;4;0
929;14/03/2023;14:45;BILBAO01;Bilbao;0;0;0;14;0;media;cierre;0;0;1;0
930;03/06/2024;10:00;MADRIDMOSTOLES01;Madrid Mostoles;0;0;0;3;0;media;manana;0;0;0;0
931;25/04/2023;14:15;MADRIDODONNELL01;Madrid O Donnell;0;0;0;25;1;alta;cierre;0;1;1;0
932;02/10/2021;10:30;VALENCIA01;Valencia;0;0;0;2;1;alta;manana;0;0;5;0
933;20/06/2022;14:00;ALICANTE01;Alicante;0;0;0;20;1;alta;cierre;0;0;0;0
934;01/09/2023;14:30;CADIZ01;Cadiz;1;0;0;1;0;baja;cierre;1;0;4;0
935;03/03/2025;10:00;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;0;3;0;baja;manana;1;0;0;1
936;06/04/2020;14:30;MADRIDACACIAS01;Madrid Acacias;0;0;0;6;1;media;cierre;0;0;0;0
937;06/06/2020;11:45;VALENCIA01;Valencia;0;0;0;6;1;alta;manana;0;0;5;0
938;03/08/2022;13:45;LASPALMAS01;Las Palmas;1;0;0;3;0;baja;cierre;1;0;2;0
939;03/12/2022;11:30;ODONNELL01;O Donnell;0;0;0;3;1;media;manana;0;0;5;1
940;12/06/2020;9:45;MADRID01;Madrid;1;0;0;12;0;media;manana;1;0;4;0
941;05/08/2020;13:45;MADRID01;Madrid;0;0;0;5;0;media;cierre;0;0;2;0
942;19/08/2024;10:30;ALICANTE01;Alicante;1;0;0;19;0;media;manana;1;0;0;0
943;28/05/2024;14:00;MALAGA01;Malaga;0;0;0;28;0;baja;cierre;0;1;1;0
944;20/07/2022;13:45;MADRID01;Madrid;0;0;0;20;0;media;cierre;0;0;2;0
945;26/12/2024;8:45;SANTANDER01;Santander;0;0;0;26;1;baja;manana;0;1;3;1
946;14/03/2023;12:15;VALENCIA01;Valencia;0;0;0;14;0;alta;cierre;0;0;1;0
947;23/03/2020;12:30;ACORUNA01;A Coruna;1;0;0;23;0;baja;cierre;1;0;0;1
948;07/10/2021;10:00;VALENCIA01;Valencia;0;0;0;7;1;alta;manana;0;0;3;1
949;04/03/2020;8:30;BARCELONA01;Barcelona;1;0;0;4;1;media;manana;1;0;2;0
950;16/10/2024;13:30;GIJON01;Gijon;0;0;0;16;0;media;cierre;0;0;2;0
951;29/08/2020;10:45;VALENCIA01;Valencia;1;0;0;29;0;baja;manana;1;1;5;0
952;29/05/2020;12:45;BILBAO01;Bilbao;1;0;0;29;0;baja;cierre;1;1;4;0
953;21/02/2020;9:45;BARCELONA01;Barcelona;1;0;0;21;0;alta;manana;1;0;4;1
954;12/05/2020;10:45;LASROZAS01;Las Rozas;0;0;0;12;0;alta;manana;0;0;1;0
955;22/06/2022;8:30;BARCELONA01;Barcelona;0;0;0;22;0;media;manana;0;0;2;0
956;02/12/2023;12:45;SANTAENGRACIA01;Santa Engracia;1;0;1;2;1;baja;cierre;1;0;5;0
957;01/10/2022;10:00;MAJADAHONDA01;Majadahonda;1;0;0;1;0;baja;manana;1;0;5;1
958;22/04/2020;8:45;MADRID01;Madrid;0;0;0;22;0;baja;manana;0;0;2;0
959;18/07/2024;10:15;ALICANTE01;Alicante;1;0;1;18;0;media;manana;1;0;3;0
960;11/01/2025;8:15;MADRID01;Madrid;1;0;0;11;1;baja;manana;1;0;5;0
961;03/12/2022;14:45;VALLADOLID01;Valladolid;0;0;0;3;0;alta;cierre;0;0;5;1
962;03/03/2021;8:15;VALENCIA01;Valencia;1;0;1;3;0;alta;manana;1;0;2;0
963;03/12/2022;8:15;BILBAO01;Bilbao;0;0;0;3;0;media;manana;0;0;5;0
964;27/11/2020;14:30;BILBAO01;Bilbao;0;0;0;27;0;media;cierre;0;1;4;0
965;18/12/2023;10:45;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;18;1;alta;manana;1;0;0;0
966;18/12/2023;12:00;CADIZ01;Cadiz;0;0;0;18;0;baja;cierre;0;0;0;0
967;04/03/2022;12:15;VALLADOLID01;Valladolid;1;0;0;4;1;alta;cierre;1;0;4;0
968;20/04/2020;13:45;GIJON01;Gijon;0;0;0;20;0;media;cierre;0;0;0;0
969;10/03/2022;10:30;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;10;0;baja;manana;0;0;3;0
970;13/03/2020;11:00;M?STOLES01;M?stoles;1;0;0;13;0;media;manana;1;0;4;0
971;25/01/2022;12:15;VALENCIA01;Valencia;0;0;0;25;1;media;cierre;0;1;1;0
972;29/06/2023;12:30;GRANADA01;Granada;0;0;0;29;0;baja;cierre;0;1;3;0
973;21/08/2024;11:30;CORDOBA01;Cordoba;1;1;1;21;1;alta;manana;1;0;2;0
974;06/05/2023;13:30;ZARAGOZA01;Zaragoza;1;1;1;6;0;baja;cierre;1;0;5;0
975;05/11/2024;9:00;ZARAGOZA01;Zaragoza;1;0;0;5;0;media;manana;1;0;1;0
976;17/12/2021;8:15;BARCELONA01;Barcelona;0;0;0;17;1;alta;manana;0;0;4;0
977;22/03/2022;11:45;SANTANDER01;Santander;0;0;0;22;1;baja;manana;0;0;1;0
978;23/09/2021;12:00;VALENCIA01;Valencia;0;0;0;23;1;media;cierre;0;0;3;0
979;23/08/2024;10:30;VALENCIA01;Valencia;0;0;0;23;0;baja;manana;0;0;4;0
980;20/09/2022;13:45;VALENCIA01;Valencia;1;0;0;20;0;baja;cierre;1;0;1;0
981;02/01/2025;9:30;ACACIAS01;Acacias;0;0;0;2;0;media;manana;0;0;3;0
982;07/02/2022;13:45;VALENCIA01;Valencia;1;0;0;7;0;media;cierre;1;0;0;0
983;01/10/2020;9:00;MADRID01;Madrid;0;0;0;1;0;media;manana;0;0;3;0
984;11/09/2021;9:00;ACACIAS01;Acacias;1;0;0;11;0;media;manana;1;0;5;0
985;15/02/2021;11:15;BARCELONA01;Barcelona;0;0;0;15;1;media;manana;0;0;0;0
986;23/06/2023;13:45;MADRID01;Madrid;0;0;0;23;0;media;cierre;0;0;4;0
987;07/10/2021;8:30;VALENCIA01;Valencia;0;0;0;7;0;baja;manana;0;0;3;0
988;31/07/2023;13:30;ODONNELL01;O Donnell;0;0;0;31;0;media;cierre;0;1;0;0
989;25/07/2023;13:00;MALAGA01;Malaga;1;0;1;25;1;alta;cierre;1;1;1;0
990;30/07/2022;12:30;MADRID01;Madrid;1;0;0;30;0;media;cierre;1;1;5;0
991;21/10/2020;10:15;LASPALMASDEGC01;Las Palmas de GC;0;0;0;21;1;alta;manana;0;0;2;1
992;26/02/2020;13:15;ACACIAS01;Acacias;0;0;0;26;0;media;cierre;0;1;2;0
993;19/09/2023;14:30;MURCIA01;Murcia;0;0;0;19;0;alta;cierre;0;0;1;0
994;09/09/2020;12:15;MURCIA01;Murcia;0;0;0;9;0;alta;cierre;0;0;2;0
995;08/10/2020;8:15;CORDOBA01;Cordoba;0;0;0;8;0;media;manana;0;0;3;0
996;05/07/2023;14:15;VIGO01;Vigo;0;0;0;5;0;media;cierre;0;0;2;0
997;19/02/2021;9:45;BARCELONA01;Barcelona;1;0;1;19;0;media;manana;1;0;4;1
998;07/05/2020;8:30;BARCELONA01;Barcelona;0;0;0;7;0;alta;manana;0;0;3;1
999;12/09/2022;12:30;BARCELONAMERIDIANA01;Barcelona Meridiana;1;0;0;12;0;media;cierre;1;0;0;0
1000;27/02/2020;11:15;VALENCIA01;Valencia;0;0;0;27;0;media;manana;0;1;3;0
1001;14/03/2025;12:00;ODONNELL01;O Donnell;0;0;0;14;0;baja;cierre;0;0;4;0
1002;04/02/2021;8:30;BARCELONAMERIDIANA01;Barcelona Meridiana;0;0;0;4;1;media;manana;0;0;3;0
1003;31/05/2023;11:45;SANTAENGRACIA01;Santa Engracia;0;0;0;31;0;baja;manana;0;1;2;1
1004;11/08/2022;12:45;COSTARICA01;Costa Rica;0;0;0;11;0;baja;cierre;0;0;3;0
1005;02/03/2024;14:45;SANTANDER01;Santander;1;0;0;2;0;media;cierre;1;0;5;1
1006;11/01/2020;14:00;MADRID01;Madrid;0;0;0;11;0;media;cierre;0;0;5;0
1007;14/01/2022;9:30;LASPALMAS01;Las Palmas;0;0;0;14;1;media;manana;0;0;4;0
1008;27/02/2024;13:00;MALAGA01;Malaga;1;0;0;27;1;baja;cierre;1;1;1;0
1009;04/05/2022;11:45;ZARAGOZA01;Zaragoza;0;0;0;4;0;baja;manana;0;0;2;0
1010;23/12/2020;13:30;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;23;0;baja;cierre;0;0;2;0
1011;31/01/2022;9:15;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;31;0;media;manana;0;1;0;0
1012;07/03/2020;14:15;MADRIDODONNELL01;Madrid O Donnell;0;0;0;7;0;media;cierre;0;0;5;0
1013;12/05/2022;11:00;LASROZAS01;Las Rozas;0;0;0;12;1;media;manana;0;0;3;1
1014;14/09/2021;14:00;OVIEDO01;Oviedo;1;0;0;14;1;baja;cierre;1;0;1;0
1015;15/07/2021;12:15;ALICANTE01;Alicante;0;0;0;15;1;alta;cierre;0;0;3;0
1016;04/02/2020;10:15;SANTANDER01;Santander;1;0;0;4;0;alta;manana;1;0;1;0
1017;02/04/2020;9:30;MADRIDMOSTOLES01;Madrid Mostoles;1;0;0;2;0;media;manana;1;0;3;0
1018;15/01/2024;13:15;BARCELONA01;Barcelona;0;0;0;15;0;baja;cierre;0;0;0;1
1019;01/08/2024;10:30;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;1;0;media;manana;0;0;3;0
1020;09/03/2021;14:00;ZARAGOZA01;Zaragoza;1;0;0;9;0;alta;cierre;1;0;1;1
1021;03/03/2022;10:15;LASPALMASDEGC01;Las Palmas de GC;0;0;0;3;1;baja;manana;0;0;3;0
1022;14/09/2021;13:30;MADRIDMOSTOLES01;Madrid Mostoles;0;0;0;14;0;media;cierre;0;0;1;0
1023;11/04/2022;9:30;VALENCIA01;Valencia;1;0;1;11;1;media;manana;1;0;0;0
1024;07/05/2024;12:00;MADRID01;Madrid;0;0;0;7;0;baja;cierre;0;0;1;0
1025;14/11/2022;12:15;MADRID01;Madrid;0;0;0;14;1;alta;cierre;0;0;0;1
1026;09/05/2023;12:15;VALENCIA01;Valencia;0;0;0;9;1;alta;cierre;0;0;1;0
1027;04/05/2023;9:30;SALAMANCA01;Salamanca;1;0;0;4;0;media;manana;1;0;3;0
1028;13/05/2025;14:00;TENERIFE01;Tenerife;0;0;0;13;1;media;cierre;0;0;1;0
1029;27/12/2022;14:00;MADRIDODONNELL01;Madrid O Donnell;1;0;0;27;0;baja;cierre;1;1;1;1
1030;09/06/2022;8:00;VIGO01;Vigo;0;0;0;9;0;baja;manana;0;0;3;0
1031;06/03/2021;13:30;MADRID01;Madrid;1;0;0;6;0;media;cierre;1;0;5;0
1032;26/12/2024;13:15;BARCELONA01;Barcelona;1;0;0;26;0;media;cierre;1;1;3;1
1033;22/03/2024;14:45;MADRID01;Madrid;0;0;0;22;0;baja;cierre;0;0;4;0
1034;23/12/2024;12:00;OVIEDO01;Oviedo;1;0;1;23;1;alta;cierre;1;0;0;0
1035;13/08/2022;11:30;LASROZAS01;Las Rozas;1;0;1;13;1;baja;manana;1;0;5;1
1036;27/05/2022;13:30;MADRID01;Madrid;0;0;0;27;0;baja;cierre;0;1;4;0
1037;18/05/2023;11:15;OVIEDO01;Oviedo;1;0;1;18;1;alta;manana;1;0;3;0
1038;14/12/2023;14:45;BARCELONA01;Barcelona;1;0;0;14;0;alta;cierre;1;0;3;0
1039;22/05/2025;10:45;DIAGONAL01;Diagonal;0;0;0;22;0;media;manana;0;0;3;1
1040;28/07/2021;8:00;ALICANTE01;Alicante;0;0;0;28;0;media;manana;0;1;2;0
1041;04/02/2020;9:45;LASROZAS01;Las Rozas;0;0;0;4;0;media;manana;0;0;1;0
1042;28/04/2022;11:45;SEVILLA01;Sevilla;0;0;0;28;1;alta;manana;0;1;3;1
1043;15/06/2023;11:15;BARCELONADIAGONAL01;Barcelona Diagonal;0;0;0;15;0;baja;manana;0;0;3;0
1044;21/03/2024;10:15;BARCELONA01;Barcelona;0;0;0;21;0;media;manana;0;0;3;0
1045;01/02/2024;10:30;BILBAO01;Bilbao;0;0;0;1;0;baja;manana;0;0;3;1
1046;11/04/2020;13:30;LASPALMAS01;Las Palmas;0;0;0;11;0;baja;cierre;0;0;5;0
1047;14/11/2024;11:15;CADIZ01;Cadiz;0;0;0;14;0;baja;manana;0;0;3;0
1048;29/05/2020;14:30;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;0;0;0;29;0;media;cierre;0;1;4;0
1049;20/08/2022;12:00;ODONNELL01;O Donnell;1;0;0;20;0;baja;cierre;1;0;5;0
1050;27/09/2021;10:15;ALICANTE01;Alicante;0;0;0;27;0;baja;manana;0;1;0;1
1051;20/06/2020;11:00;MADRID01;Madrid;0;0;0;20;0;baja;manana;0;0;5;1
1052;17/01/2025;10:45;SALAMANCA01;Salamanca;1;0;0;17;0;baja;manana;1;0;4;0
1053;10/01/2024;9:15;VALENCIA01;Valencia;0;0;0;10;1;baja;manana;0;0;2;0
1054;31/01/2020;8:00;BARCELONA01;Barcelona;0;0;0;31;1;media;manana;0;1;4;0
1055;22/03/2025;10:45;CADIZ01;Cadiz;0;0;0;22;0;media;manana;0;0;5;0
1056;10/08/2024;14:45;BILBAO01;Bilbao;1;0;0;10;0;baja;cierre;1;0;5;0
1057;20/03/2020;9:15;MADRID01;Madrid;0;0;0;20;0;media;manana;0;0;4;0
1058;01/10/2020;14:30;SANTANDER01;Santander;0;0;0;1;0;media;cierre;0;0;3;0
1059;09/05/2020;12:30;VIGO01;Vigo;1;0;0;9;0;baja;cierre;1;0;5;0
1060;19/10/2023;9:15;BARCELONA01;Barcelona;1;0;0;19;0;baja;manana;1;0;3;0
1061;12/05/2020;11:45;ALICANTE01;Alicante;1;0;0;12;0;media;manana;1;0;1;0
